read15843 10818 0.02398370219464765 0.042 0.006 0.03 0.05 read9504
read8754 10818 0.020187054356884896 0.0 0.052 0.0 0.01 read13816
read10307 10818 0.10376817138485081 0.17 0.006 0.12 0.03 read7046
read11456 10818 0.03373806654926314 0.032 0.052 0.02 0.02 read10108
read5409 10818 0.02370589869432355 0.0 0.08 0.01 0.0 read2779
read1700 10818 0.029240307208290923 0.0 0.012 0.0 0.02 read13707
read2644 10818 0.02267888549476997 0.0 0.01 0.03 0.02 read13307
read1787 10818 0.02315029169367534 0.03 0.022 0.0 0.02 read799
read15641 10810 0.024177860120426123 0.022 0.04 0.0 0.0 read529
read1932 10810 0.02057269947178204 0.012 0.006 0.03 0.0 read10102
read4660 10810 0.023908812899638587 0.014 0.004 0.01 0.0 read8865
read4724 10799 0.02862187529040052 0.026 0.02 0.02 0.05 read10241
read9306 10799 0.028014842300556585 0.0 0.088 0.0 0.03 read10048
read16907 10799 0.028180803571428572 0.002 0.046 0.0 0.0 read4328
read15138 10799 0.02523191094619666 0.0 0.036 0.01 0.01 read15664
read10511 10793 0.02877297196955634 0.042 0.014 0.07 0.0 read11057
read7084 10793 0.021811769073695933 0.0 0.05 0.03 0.02 read11976
read4261 10777 0.02379624465514036 0.012 0.006 0.02 0.0 read9292
read8557 10777 0.023517382413087935 0.056 0.016 0.0 0.03 read14782
read9713 10776 0.028534250395018123 0.028 0.03 0.03 0.02 read6685
read9902 10776 0.02581547064305685 0.008 0.0 0.03 0.0 read12916
read6609 10770 0.023935922510943466 0.0 0.014 0.02 0.02 read6125
read10090 10770 0.027439307971351502 0.048 0.018 0.0 0.05 read4009
read8381 10770 0.02212924221292422 0.026 0.023809523809523808 0.03 0.02 read13953
read3797 10764 0.022426949562627956 0.024 0.0 0.02 0.0 read6842
read6914 10764 0.025559105431309903 0.016 0.026 0.02 0.06 read13983
read182 10764 0.02010237319683574 0.052 0.01 0.0 0.03 read4787
read15304 10757 0.03230942123993257 0.116 0.06746031746031746 0.17 0.09 read17537
read16628 10757 0.03352267436446597 0.032 0.03 0.02 0.0 read16545
read7660 10757 0.022627805196014525 0.0 0.01 0.05 0.05 read15929
read15340 10757 0.03993999624976561 0.02 0.026 0.0 0.04 read1600
read9879 10747 0.022837434750186427 0.038 0.016 0.01 0.05 read3299
read12311 10747 0.035048471290082026 0.044 0.062 0.03 0.02 read231
read13398 10747 0.02152842497670084 0.006 0.018 0.01 0.06 read2278
read6958 10747 0.019947800149142433 0.014 0.016 0.0 0.02 read9784
read14435 10715 0.022905759162303665 0.008 0.006 0.03 0.03 read7034
read7201 10715 0.023854069223573433 0.0 0.07 0.0 0.0 read4414
read6317 10715 0.024962602842183993 0.028 0.05 0.02 0.01 read8341
read12824 10715 0.02318623784592371 0.07 0.006 0.0 0.05 read14707
read16578 10715 0.018137621540762903 0.022 0.044 0.01 0.02 read4323
read14518 10714 0.03543049453117696 0.024 0.022 0.07 0.01 read5583
read11448 10714 0.02608695652173913 0.01 0.02 0.07 0.09 read8848
read15894 10714 0.04172932330827068 0.01 0.0 0.01 0.01 read3860
read11193 10714 0.03459237097980553 0.04 0.01996007984031936 0.02 0.02 read17537
read10495 10714 0.02758298270219729 0.0 0.026 0.0 0.0 read12863
read4143 10714 0.029453015427769985 0.002 0.018 0.01 0.02 read11815
read12096 10714 0.02300140252454418 0.05 0.01 0.03 0.01 read15477
read2464 10714 0.024871435250116876 0.0 0.02 0.0 0.0 read2982
read4384 10714 0.03396726274955057 0.018 0.008 0.02 0.08 read4652
read11924 10714 0.022155744601290082 0.05 0.0 0.01 0.01 read10743
read16884 10714 0.030149337841645533 0.0 0.014 0.01 0.01 read10903
read10669 10714 0.0254633963677214 0.03 0.02594810379241517 0.13 0.03 read15430
read12568 10714 0.022903617836776666 0.014 0.036 0.01 0.02 read16314
read5522 10714 0.024777933613838243 0.01 0.0 0.04 0.01 read8388
read12032 10714 0.005516596540439457 0.0 0.0 0.0 0.0 read1110
read7493 10709 0.025995885543295304 0.028 0.036 0.03 0.02 read2
read3142 10709 0.02600561272217025 0.05 0.06 0.0 0.22 read14552
read9819 10709 0.023386342376052385 0.026 0.024 0.04 0.0 read9276
read2196 10699 0.03829746895440326 0.04 0.008 0.0 0.03 read16671
read2720 10697 0.03377427526034337 0.016 0.014 0.01 0.0 read15929
read2805 10693 0.032850515951907605 0.016 0.03 0.03 0.02 read6717
read10223 10676 0.02599230552688374 0.052 0.0 0.05 0.0 read12937
read1214 10676 0.03199774795908792 0.072 0.018 0.04 0.03 read16621
read14075 10676 0.031710291772211276 0.006 0.028 0.0 0.06 read9486
read9148 10676 0.02510814369005078 0.014 0.024 0.02 0.02 read556
read7504 10648 0.02107441904224292 0.034 0.0 0.02 0.02 read184
read16358 10647 0.014866390666164847 0.0 0.01 0.0 0.02 read15330
read14754 10647 0.033839193137901784 0.018 0.01 0.01 0.01 read12324
read12175 10642 0.02466346606420032 0.0 0.0 0.02 0.01 read11952
read725 10642 0.03510941960038059 0.024 0.036 0.01 0.03 read17146
read8757 10642 0.018262261131507106 0.038 0.018 0.02 0.01 read15385
read6400 10634 0.035056051681550446 0.016 0.066 0.02 0.0 read11042
read16482 10634 0.0287329251059821 0.018 0.01 0.0 0.05 read1681
read1049 10634 0.021290626471973623 0.062 0.02 0.05 0.01 read15295
read3445 10631 0.03824924954004067 0.048 0.028 0.05 0.01 read5075
read7448 10631 0.025631360723709008 0.022 0.018 0.01 0.0 read818
read3803 10631 0.031114463511220065 0.008 0.022 0.06 0.06 read16507
read14264 10631 0.022944009064299876 0.024 0.0 0.01 0.0 read9267
read12615 10631 0.03124408256012119 0.061507936507936505 0.044 0.01 0.0 read16050
read8414 10631 0.02656367746797287 0.0 0.024 0.0 0.02 read17204
read3664 10631 0.013569543912551827 0.058 0.0 0.05 0.0 read9821
read7374 10621 0.024712318430484815 0.01 0.034 0.05 0.04 read9094
read4429 10618 0.018326091063668996 0.01 0.0 0.0 0.0 read6219
read4747 10618 0.02443626757241249 0.0 0.0 0.01 0.01 read17449
read830 10618 0.02320754716981132 0.032 0.0 0.0 0.0 read2679
read17004 10618 0.0179635057199584 0.062 0.018 0.01 0.02 read14821
read532 10611 0.02700903471231574 0.02 0.016 0.04 0.02 read1950
read7185 10611 0.026529456193353475 0.03 0.072 0.05 0.03 read12833
read2474 10611 0.030892772791686347 0.013916500994035786 0.05 0.02 0.01 read8172
read10230 10611 0.02586858006042296 0.008 0.018 0.01 0.05 read498
read10189 10611 0.02369712990936556 0.01 0.04 0.02 0.01 read11372
read1653 10610 0.02775941837409121 0.01 0.01 0.01 0.02 read13339
read14043 10610 0.030325932923948983 0.02 0.07283464566929133 0.02 0.08 read5868
read17006 10610 0.026840563273792646 0.022 0.03 0.01 0.0 read549
read9548 10599 0.024943310657596373 0.0 0.026 0.06 0.01 read15141
read7129 10599 0.029111531190926274 0.0 0.012 0.03 0.03 read764
read569 10599 0.022400756143667298 0.03 0.016 0.02 0.01 read2026
read13766 10599 0.024858223062381852 0.028 0.0 0.02 0.01 read251
read10773 10593 0.01893222264293828 0.0 0.007984031936127744 0.0 0.02 read16680
read4129 10593 0.02857683573050719 0.022 0.04330708661417323 0.01 0.01 read16466
read4867 10593 0.03005151688609044 0.0 0.026 0.0 0.03 read7406
read6879 10590 0.021020736672663572 0.052 0.032 0.02 0.01 read2980
read10980 10590 0.03196217494089835 0.018 0.068 0.0 0.05 read4382
read7097 10590 0.01778114064125603 0.0 0.0 0.0 0.02 read17038
read2617 10578 0.02880970432145565 0.014 0.012 0.05 0.04 read12003
read11091 10578 0.030495312056065916 0.052 0.05 0.06 0.02 read2836
read17234 10575 0.03936261026273357 0.028 0.052 0.12 0.21 read9828
read17345 10575 0.02358848048503221 0.002 0.028 0.05 0.0 read1413
read9212 10544 0.020134865609269637 0.032 0.02 0.03 0.03 read12730
read2597 10532 0.024826405402834584 0.002 0.02 0.03 0.1 read2900
read616 10532 0.037298483258609176 0.102 0.02952755905511811 0.11 0.0 read12003
read7319 10532 0.03867034955710068 0.006 0.026 0.02 0.06 read2354
read11610 10532 0.025682488347759918 0.052 0.034 0.01 0.0 read14142
read11209 10532 0.02796537620089413 0.0 0.06 0.0 0.02 read7787
read329 10532 0.02863121849139161 0.006 0.034 0.0 0.02 read17329
read10777 10532 0.028726338818605535 0.078 0.038 0.02 0.02 read13834
read4607 10520 0.03894867155508999 0.004 0.042 0.02 0.01 read8727
read16832 10520 0.02906145783706527 0.008 0.036 0.02 0.02 read5396
read7854 10520 0.026087784442540226 0.022 0.052 0.03 0.0 read10102
read4801 10520 0.02561660794210075 0.014 0.018 0.0 0.02 read9709
read1002 10520 0.025045233787258356 0.01 0.006 0.01 0.03 read13135
read5414 10518 0.023430802933612726 0.0 0.04 0.0 0.0 read10562
read2830 10518 0.04034334763948498 0.066 0.022 0.33 0.0 read77
read14480 10518 0.022192589770454327 0.04 0.006 0.03 0.05 read16513
read2313 10518 0.019523809523809523 0.0 0.0 0.02 0.02 read3764
read7955 10518 0.02228783693685113 0.024 0.004 0.02 0.0 read8388
read4327 10516 0.02857959416976279 0.02 0.036 0.0 0.04 read9796
read12132 10516 0.0272432844351305 0.024 0.02 0.03 0.04 read3135
read14074 10516 0.031913880156235114 0.026 0.042 0.01 0.03 read13597
read16000 10508 0.0283153780150634 0.05 0.012 0.01 0.02 read11607
read11527 10508 0.035461670808640794 0.03 0.042 0.01 0.15 read1006
read4992 10508 0.13026742301458671 0.288 0.16966067864271456 1.27 1.0 read9671
read7490 10472 0.024299244236104467 0.05 0.006 0.02 0.0 read13738
read289 10471 0.02430156907768848 0.0 0.022 0.06 0.0 read3856
read12457 10471 0.027267508610792194 0.01 0.008 0.02 0.0 read5585
read15134 10471 0.026109410864575362 0.034 0.022 0.01 0.02 read16116
read9308 10471 0.026119402985074626 0.048 0.082 0.01 0.04 read5679
read3409 10467 0.024119448698315466 0.0 0.03 0.0 0.02 read5583
read6692 10467 0.03136088999712285 0.034 0.102 0.0 0.02 read17537
read236 10463 0.025852163921869016 0.054 0.018 0.01 0.03 read10035
read16530 10463 0.03667177326694753 0.056 0.084 0.01 0.08 read9796
read12459 10463 0.023745691306013023 0.06 0.026 0.0 0.05 read2836
read3393 10462 0.025088576079670594 0.0 0.016 0.02 0.03 read1950
read3683 10462 0.027865555874748635 0.0 0.02 0.01 0.01 read15513
read34 10462 0.023333973497215287 0.01 0.00980392156862745 0.03 0.01 read8541
read432 10462 0.029327199539965498 0.0 0.051923076923076926 0.0 0.02 read11496
read4932 10449 0.0381474007879312 0.032 0.05179282868525897 0.02 0.1 read13960
read13451 10449 0.028187919463087248 0.038 0.026 0.05 0.01 read4208
read8236 10449 0.02799616490891659 0.012 0.074 0.0 0.03 read1027
read9947 10449 0.03296492071119654 0.002 0.068 0.01 0.31 read17677
read13173 10449 0.02579098753595398 0.074 0.02 0.04 0.01 read1849
read15339 10445 0.03632519700172977 0.04 0.036 0.02 0.01 read13835
read12757 10445 0.028859060402684565 0.026 0.02 0.0 0.04 read15899
read13688 10445 0.0347632419870243 0.02 0.032 0.09 0.03 read15899
read9137 10445 0.025800882409361212 0.01 0.048 0.04 0.0 read14720
read17455 10418 0.02220513313467269 0.016 0.066 0.0 0.02 read11171
read13084 10418 0.025564632388274867 0.016 0.045454545454545456 0.02 0.03 read13801
read16417 10418 0.0297029702970297 0.0 0.026 0.0 0.02 read4288
read12243 10418 0.03784149049136017 0.012 0.066 0.01 0.02 read16545
read6015 10418 0.026171461560665833 0.0 0.048 0.0 0.03 read1613
read1938 10418 0.02663205461013364 0.088 0.012 0.0 0.02 read4045
read10745 10418 0.024136936243869603 0.01 0.0 0.02 0.0 read9245
read4292 10418 0.015674584094624484 0.0 0.018 0.0 0.07 read3284
read13523 10418 0.027214155207231465 0.008 0.0 0.0 0.0 read3340
read4839 10412 0.031752140864043106 0.046 0.014 0.01 0.02 read17127
read15765 10412 0.030020205907822572 0.02 0.046 0.0 0.0 read6154
read10228 10412 0.02751852208217069 0.028 0.012 0.04 0.05 read5945
read6013 10411 0.04108662026295437 0.054 0.14 0.0 0.19 read4247
read13716 10411 0.02617397998460354 0.022 0.0 0.01 0.09 read17261
read15286 10411 0.020813258816727694 0.01 0.03 0.04 0.08 read2171
read12510 10400 0.025142086504190347 0.034 0.024 0.0 0.02 read8493
read2350 10400 0.0314277451074906 0.03 0.008 0.08 0.01 read4605
read8513 10400 0.03709786494058545 0.092 0.0 0.01 0.01 read2622
read383 10400 0.023527142994889595 0.012 0.018 0.0 0.05 read15136
read14374 10398 0.029275362318840578 0.02 0.072 0.01 0.02 read6916
read16829 10398 0.026399460448983524 0.026 0.034 0.0 0.0 read1751
read15459 10398 0.031696946269810594 0.08 0.018 0.04 0.04 read5721
read17693 10398 0.022099980698706813 0.066 0.02 0.01 0.03 read17203
read8613 10398 0.025725021678389054 0.01 0.026 0.01 0.0 read9000
read8169 10398 0.023123614991810388 0.012 0.0 0.03 0.0 read1502
read5966 10398 0.019460500963391136 0.08 0.022 0.0 0.01 read7254
read11041 10387 0.023919753086419752 0.048 0.034 0.05 0.0 read7245
read12806 10387 0.01864013907668534 0.034 0.01 0.0 0.03 read2168
read12423 10379 0.026445323810443008 0.042 0.03 0.09 0.01 read1555
read7675 10379 0.026463202627004058 0.036 0.008 0.01 0.03 read132
read14473 10379 0.024517374517374516 0.018 0.034 0.03 0.02 read11879
read5555 10379 0.024719969100038625 0.008 0.008 0.02 0.01 read4805
read17040 10370 0.02627511591962906 0.024 0.01 0.03 0.02 read9094
read16953 10368 0.02309401874577254 0.0 0.032 0.01 0.03 read5583
read155 10368 0.045661216987520556 0.012 0.11278195488721804 0.04 0.19 read4819
read3783 10368 0.03470946533887653 0.044 0.01 0.02 0.0 read4339
read11268 10368 0.028311914194608174 0.042 0.088 0.03 0.03 read8341
read2946 10368 0.021451347956324283 0.02 0.008 0.01 0.03 read15864
read12675 10368 0.02651698441885222 0.004 0.022 0.03 0.0 read6339
read5533 10366 0.030054116737533824 0.032 0.05 0.0 0.02 read17127
read531 10366 0.03272797902301641 0.006 0.002 0.02 0.01 read15910
read14285 10366 0.023784201875664702 0.034 0.026 0.05 0.04 read9397
read7508 10366 0.03691735213474344 0.058 0.02 0.03 0.01 read9661
read8306 10365 0.030156582254011213 0.018 0.0 0.04 0.0 read13690
read10372 10365 0.03671497584541063 0.016 0.03 0.03 0.0 read12332
read9480 10364 0.022344747533372025 0.008 0.038 0.0 0.01 read15266
read16716 10364 0.03315830416180474 0.024 0.026 0.02 0.01 read12324
read2006 10364 0.022522957950700823 0.0 0.064 0.04 0.06 read15618
read339 10364 0.021934486423809064 0.046 0.032 0.01 0.02 read2193
read8831 10364 0.028129531174480426 0.0 0.044 0.0 0.03 read10842
read6343 10364 0.02290961817303045 0.01 0.038 0.0 0.01 read5061
read15148 10362 0.03731992652035193 0.034 0.04 0.04 0.0 read15929
read4770 10362 0.03319140700599961 0.054 0.002 0.01 0.0 read13071
read17631 10359 0.037646375689538374 0.08984375 0.022 0.07 0.07 read16545
read4517 10359 0.023788801856686973 0.044 0.032 0.01 0.03 read637
read6651 10341 0.03729897306723503 0.016 0.018 0.16 0.05 read5583
read17545 10341 0.02121681844603759 0.016 0.038 0.0 0.0 read11105
read14775 10341 0.03841676367869616 0.024 0.034 0.05 0.03 read2390
read13833 10341 0.027320286766130596 0.058 0.006 0.06 0.03 read10032
read12025 10341 0.031679906994768456 0.024 0.042 0.01 0.02 read2258
read17669 10332 0.028798603704062835 0.058 0.02 0.05 0.01 read1950
read14133 10332 0.0259147821023003 0.02 0.032 0.02 0.0 read8620
read321 10332 0.03413167846407447 0.072 0.042 0.01 0.02 read8235
read6944 10332 0.027858668219763152 0.014 0.0 0.01 0.0 read12879
read15957 10332 0.019316637546107553 0.002 0.024 0.01 0.02 read14941
read5186 10332 0.027567462628615803 0.054 0.027777777777777776 0.01 0.1 read8000
read13018 10332 0.031749123490455784 0.018 0.03 0.0 0.0 read1470
read17701 10324 0.038180578552644395 0.042 0.03 0.1 0.11 read2433
read1303 10324 0.027802080295518616 0.03435114503816794 0.01 0.09 0.02 read12380
read664 10324 0.025471514680147772 0.012 0.0 0.02 0.0 read1050
read4111 10321 0.042129262490087235 0.08 0.156 0.03 0.66 read11060
read3282 10321 0.025002432143204592 0.034 0.02 0.03 0.01 read8955
read2285 10321 0.024456521739130436 0.03 0.042 0.0 0.01 read14048
read6988 10321 0.023199378761405553 0.022 0.02 0.03 0.03 read6569
read7260 10321 0.025917297612114153 0.044 0.032 0.01 0.02 read4448
read11392 10320 0.020406180157419105 0.0 0.024 0.01 0.02 read7144
read5058 10320 0.03155033491893991 0.048 0.016 0.0 0.01 read9796
read8090 10320 0.024172410445587808 0.04 0.0 0.02 0.0 read15664
read17730 10318 0.027437244600116754 0.016 0.066 0.0 0.1 read2988
read8498 10318 0.029020673590216442 0.008 0.012 0.04 0.02 read15101
read14139 10318 0.009919284255567441 0.024 0.012 0.0 0.02 read8137
read7802 10318 0.02516273195375498 0.024 0.038 0.01 0.02 read15627
read11652 10314 0.021952404079650316 0.012 0.0 0.0 0.0 read1644
read3749 10314 0.03685336444963049 0.072 0.046 0.03 0.08 read9142
read12544 10314 0.03176299174356484 0.0 0.002 0.0 0.0 read6154
read8113 10314 0.02021379980563654 0.094 0.002 0.05 0.04 read11219
read10379 10310 0.035662229132251484 0.032 0.016 0.11 0.02 read6593
read4756 10310 0.030685570013594874 0.036 0.012 0.08 0.0 read12571
read7246 10290 0.02893326838772528 0.008 0.018 0.01 0.03 read4113
read12397 10290 0.027842679127725856 0.052 0.006 0.07 0.01 read11913
read5513 10288 0.02395092980235615 0.004 0.004 0.06 0.01 read185
read12108 10288 0.008374720031161749 0.0 0.072 0.0 0.02 read3884
read15406 10287 0.0275506230529595 0.01 0.036 0.01 0.01 read5180
read7783 10287 0.030677834047526296 0.064 0.026 0.01 0.02 read12003
read13681 10287 0.028048305414881184 0.0 0.02 0.03 0.01 read6047
read12209 10287 0.025048732943469786 0.024 0.048 0.03 0.0 read2011
read3228 10287 0.026977015971951696 0.084 0.0 0.05 0.0 read7299
read10758 10278 0.030190522716170006 0.022 0.036 0.02 0.04 read4438
read6108 10278 0.03167332618653153 0.064 0.004 0.01 0.0 read9221
read12358 10278 0.0282678623647529 0.008 0.002 0.03 0.02 read6373
read5115 10278 0.03760282021151586 0.08 0.038 0.04 0.01 read1868
read3747 10278 0.028170386977288235 0.004 0.05 0.0 0.2 read13022
read16502 10277 0.03776169047153199 0.0 0.02 0.02 0.0 read8501
read13416 10277 0.02193410021446676 0.012 0.0 0.02 0.0 read2311
read8510 10273 0.024965866978740005 0.03 0.0 0.03 0.0 read5075
read5243 10273 0.03565149443250635 0.0019083969465648854 0.032 0.01 0.0 read17592
read17384 10273 0.026818802418568363 0.02 0.012 0.0 0.03 read1594
read4118 10244 0.029984270546598506 0.0 0.052 0.03 0.0 read13822
read17437 10244 0.025906735751295335 0.048 0.038 0.1 0.04 read6118
read16040 10244 0.029242053789731052 0.036 0.026 0.01 0.02 read11041
read5463 10244 0.022885085574572125 0.006 0.082 0.03 0.03 read10940
read9883 10244 0.023276283618581906 0.012 0.042 0.0 0.01 read15004
read2998 10244 0.023101018010963197 0.026 0.042 0.01 0.0 read15693
read5478 10242 0.032536260290082324 0.01 0.0 0.0 0.02 read14489
read1319 10242 0.029903950886226358 0.0 0.11614173228346457 0.01 0.15 read12461
read9951 10242 0.02308520003912746 0.006 0.008 0.01 0.02 read11879
read12775 10227 0.04741465362347774 0.002 0.06 0.0 0.01 read15899
read8074 10227 0.03664302600472813 0.028 0.046 0.01 0.04 read2574
read6466 10227 0.030246489246783855 0.02 0.032 0.03 0.06 read10024
read14943 10227 0.025666144200626958 0.012 0.014 0.03 0.0 read11372
read13677 10214 0.032957332025502696 0.038 0.11 0.0 0.48 read15844
read1182 10214 0.03567546200217413 0.014 0.014 0.01 0.05 read9884
read2386 10214 0.025920471281296025 0.014 0.0 0.0 0.0 read4163
read12090 10194 0.026535626535626536 0.022 0.006 0.03 0.03 read13207
read13683 10194 0.03282555282555283 0.052 0.134 0.06 0.02 read11783
read16683 10194 0.02457002457002457 0.018 0.04 0.03 0.0 read797
read7039 10191 0.031053459119496855 0.02 0.02 0.0 0.02 read17617
read2949 10191 0.029646409928100068 0.0 0.06 0.0 0.0 read7147
read5783 10191 0.022512780180888713 0.016 0.038 0.03 0.01 read16680
read7357 10191 0.024085725521038145 0.02 0.058 0.02 0.04 read4646
read7647 10189 0.03411996066863324 0.066 0.024 0.1 0.0 read2354
read11546 10189 0.022910521140609635 0.0 0.02 0.0 0.0 read2278
read13877 10189 0.03627199051195888 0.022 0.042 0.0 0.02 read1275
read15278 10189 0.02669950738916256 0.0 0.042 0.0 0.05 read8117
read8576 10181 0.02253493406809683 0.024 0.036 0.01 0.04 read9178
read7377 10181 0.039318092234923135 0.03 0.024 0.02 0.01 read13960
read15251 10181 0.02715733543245105 0.044 0.024 0.0 0.02 read3577
read14728 10181 0.024205451146315064 0.006 0.018 0.01 0.03 read16912
read13447 10181 0.023253522514533453 0.0 0.03 0.0 0.01 read823
read16121 10181 0.024046516211688185 0.056 0.01 0.0 0.02 read8453
read2131 10181 0.024404644754969493 0.004 0.016 0.04 0.04 read9657
read15745 10181 0.026170798898071626 0.03386454183266932 0.054 0.02 0.02 read3325
read13252 10172 0.013506852016168787 0.0 0.0 0.0 0.0 read8876
read3771 10172 0.023638333497488426 0.016 0.034 0.01 0.0 read5920
read2545 10172 0.035958395245170874 0.06 0.006 0.04 0.06 read10854
read15684 10171 0.028270291568163908 0.02 0.038 0.0 0.01 read13322
read9163 10171 0.026715299684542587 0.038 0.012 0.01 0.0 read14351
read11543 10171 0.027479562690830295 0.02 0.03 0.0 0.06 read9145
read8489 10164 0.024149827501232134 0.012 0.024 0.01 0.0 read8133
read10530 10161 0.03455445544554456 0.042 0.03 0.16 0.0 read41
read14176 10161 0.0312128418549346 0.126 0.14 0.09 0.65 read208
read8748 10161 0.0209031749161901 0.046 0.016 0.02 0.02 read905
read11214 10140 0.03948931116389549 0.02 0.006 0.06 0.01 read2354
read7127 10140 0.025091376074286277 0.0 0.01 0.03 0.0 read6774
read2509 10140 0.02885090406086355 0.026 0.0 0.03 0.0 read3364
read10836 10140 0.02720348204570185 0.002 0.016 0.04 0.01 read16501
read10655 10140 0.02657052548399842 0.058 0.044 0.03 0.02 read11931
read2965 10136 0.024513195611347238 0.016 0.016 0.01 0.0 read6741
read1175 10136 0.027775032124147475 0.038 0.036 0.06 0.08 read10903
read12677 10134 0.025308947108255066 0.068 0.036 0.0 0.03 read709
read17265 10126 0.025625803898288314 0.028 0.038 0.0 0.05 read6470
read11185 10126 0.025724745226080935 0.0 0.024 0.01 0.01 read4708
read707 10126 0.03759770456119521 0.066 0.008 0.07 0.07 read2390
read14229 10126 0.030572870287919263 0.032 0.018 0.03 0.01 read12203
read7673 10126 0.026516275848421887 0.06 0.038 0.01 0.02 read14273
read2014 10126 0.030746268656716418 0.006 0.004 0.04 0.04 read16621
read15730 10126 0.023840142447324165 0.036 0.012 0.0 0.07 read7815
read17079 10106 0.03437282056391352 0.002 0.0 0.03 0.0 read9528
read4358 10106 0.02630272952853598 0.026 0.0 0.01 0.04 read9008
read16360 10103 0.030170267848252514 0.0 0.0 0.0 0.01 read9173
read7334 10103 0.035204284014280045 0.052 0.08 0.02 0.01 read2789
read15235 10103 0.02211424038080127 0.032 0.0 0.0 0.01 read13328
read6321 10103 0.025684252280840935 0.0 0.042 0.0 0.01 read6500
read11986 10103 0.023424317617866005 0.03 0.024 0.0 0.01 read11781
read9794 10103 0.018841729472431575 0.024 0.012 0.01 0.03 read10851
read1761 10085 0.028261518559060603 0.032 0.03515625 0.15 0.18 read1886
read7344 10085 0.024237608026224298 0.01 0.0 0.02 0.0 read7283
read13275 10080 0.03046898337150254 0.032 0.016 0.02 0.02 read7400
read15131 10080 0.03467281290710492 0.008 0.09 0.01 0.06 read12604
read2829 10080 0.13083718973496003 0.23 0.084 0.8 0.57 read9671
read10433 10080 0.025742967895835404 0.0 0.012 0.0 0.02 read7491
read14339 10080 0.027929629261504822 0.034 0.044 0.02 0.01 read17451
read10858 10080 0.02296907626528786 0.028 0.012 0.0 0.0 read12330
read17733 10079 0.02758414658434575 0.054 0.028 0.13 0.02 read1950
read8114 10079 0.030055732484076433 0.0 0.01 0.04 0.02 read16903
read14972 10079 0.02246520874751491 0.0 0.01 0.0 0.0 read4346
read6803 10076 0.03732408729349378 0.08 0.008 0.07 0.01 read8493
read15908 10076 0.02845771144278607 0.044921875 0.01 0.06 0.0 read17529
read5597 10071 0.03561480302427378 0.022 0.004 0.01 0.06 read3255
read11240 10067 0.04178982774436857 0.028 0.0 0.03 0.0 read5043
read8756 10067 0.026399681211396693 0.002 0.061068702290076333 0.0 0.08 read14863
read6286 10067 0.02597531847133758 0.034 0.008 0.0 0.11 read12003
read7057 10057 0.014840637450199203 0.0 0.004 0.03 0.0 read5583
read1356 10046 0.036898880935578186 0.0 0.02 0.0 0.03 read10732
read17231 10046 0.027625411389249028 0.044 0.044 0.13 0.0 read16245
read14004 10046 0.03151176705225369 0.006 0.07 0.0 0.01 read11768
read3157 10046 0.0266573482428115 0.0 0.042 0.0 0.03 read9245
read11803 10046 0.02952029520295203 0.008 0.0 0.02 0.0 read14907
read9881 10034 0.0321967803219678 0.006 0.0 0.02 0.0 read14633
read8187 10005 0.027338273583016222 0.052 0.004 0.0 0.04 read16319
read3107 10005 0.030943320648908472 0.0 0.02 0.03 0.01 read16545
read17349 10005 0.02320908268863659 0.014 0.012 0.0 0.03 read10725
read13869 9993 0.02406015037593985 0.028 0.006 0.05 0.04 read16513
read10209 9993 0.022358131140966513 0.046 0.0 0.03 0.0 read8011
read3063 9993 0.030880288750751956 0.01 0.0 0.03 0.01 read11587
read13453 9993 0.02807298977341087 0.04 0.0 0.01 0.0 read6436
read3761 9985 0.02608870158539033 0.026 0.0 0.0 0.0 read8429
read15767 9980 0.019576347756249373 0.04 0.0 0.02 0.0 read8049
read6208 9967 0.03528347406513872 0.026 0.008 0.0 0.06 read3822
read7997 9967 0.024728588661037394 0.0 0.014 0.0 0.05 read1777
read7016 9966 0.03076304413390972 0.012 0.048 0.0 0.06 read6432
read14335 9966 0.026395325408019345 0.0 0.0 0.05 0.0 read434
read17570 9966 0.03015984719010757 0.0 0.024 0.02 0.02 read9589
read14051 9966 0.023926812104152005 0.016 0.076 0.0 0.03 read1306
read14039 9966 0.028953453302503266 0.014 0.004 0.07 0.0 read11282
read3269 9966 0.03940886699507389 0.028 0.014 0.01 0.01 read2900
read8992 9966 0.03450357106930892 0.021653543307086614 0.022 0.0 0.04 read16935
read9182 9966 0.028027018852706927 0.08 0.028 0.15 0.0 read8905
read13193 9966 0.022233400402414488 0.01 0.018 0.0 0.04 read16369
read6078 9966 0.03015984719010757 0.046 0.066 0.01 0.07 read5353
read8431 9966 0.026122037317196166 0.042 0.026 0.05 0.02 read8541
read13966 9966 0.02171508997687745 0.012 0.028 0.07 0.01 read5679
read1411 9955 0.039191919191919194 0.096 0.03 0.11 0.02 read3120
read14531 9955 0.031042128603104215 0.024 0.01 0.09 0.03 read2598
read10833 9955 0.03512479871175524 0.028 0.002 0.14 0.01 read10241
read15799 9955 0.034118357487922704 0.134 0.066 0.11 0.06 read12052
read4310 9955 0.026167471819645734 0.032 0.016 0.07 0.03 read4736
read14034 9955 0.024154589371980676 0.0 0.038 0.0 0.02 read4068
read2086 9955 0.03150161030595813 0.078 0.038 0.05 0.03 read1112
read11116 9948 0.025395545701904665 0.0 0.032 0.03 0.03 read16408
read8035 9948 0.03428801936264623 0.012 0.012 0.0 0.0 read4532
