read9376 1529 0.03245033112582781 0.014 0.044 0.0 0.02 read8213
read5204 1528 0.033797216699801194 0.076 0.016 0.05 0.01 read2747
read13958 1528 0.02054340622929092 0.046 0.0 0.05 0.04 read7607
read10892 1528 0.061630218687872766 0.064 0.046 0.02 0.03 read5515
read63 1528 0.01855533465871438 0.05 0.0 0.0 0.0 read6008
read9215 1528 0.052352551358515576 0.062 0.008 0.03 0.0 read2142
read8249 1528 0.0019880715705765406 0.0 0.006 0.0 0.01 read5583
read3148 1528 0.031146454605699137 0.026 0.044 0.0 0.03 read14542
read4599 1528 0.04572564612326044 0.046 0.044 0.01 0.05 read13025
read1407 1528 0.04108681245858184 0.02 0.042 0.01 0.0 read3386
read7864 1528 0.026507620941020542 0.024 0.056 0.01 0.04 read15125
read6686 1528 0.027833001988071572 0.05 0.0 0.03 0.02 read6821
read7207 1528 0.008660892738174551 0.0 0.031007751937984496 0.0 0.0 read9796
read11230 1528 0.015241882041086813 0.0 0.03 0.0 0.0 read8235
read9964 1527 0.02 0.029644268774703556 0.002 0.03 0.0 read4936
read3919 1527 0.042440318302387266 0.034 0.04 0.05 0.0 read15183
read5214 1527 0.027188328912466843 0.024 0.034 0.03 0.02 read2704
read9629 1527 0.0361687876758205 0.032 0.05 0.0 0.0 read11619
read14348 1527 0.03116710875331565 0.058 0.022 0.03 0.02 read1467
read8238 1526 0.031187790311877902 0.042 0.022 0.0 0.01 read7452
read6797 1523 0.016622340425531915 0.05 0.0 0.0 0.0 read9259
read4686 1523 0.015292553191489361 0.018 0.016 0.02 0.03 read15477
read6420 1523 0.003989361702127659 0.004 0.0 0.0 0.0 read16671
read16923 1523 0.02992021276595745 0.046 0.024 0.01 0.0 read14027
read10727 1523 0.015292553191489361 0.046 0.0 0.02 0.0 read9504
read111 1523 0.03255813953488372 0.0 0.09780439121756487 0.0 0.22 read16245
read14180 1522 0.036593479707252165 0.0 0.11 0.0 0.07 read1110
read12529 1522 0.03127079174983367 0.0 0.034 0.0 0.06 read6515
read13580 1522 0.021956087824351298 0.036 0.018 0.02 0.02 read5511
read5176 1522 0.036593479707252165 0.016 0.072 0.02 0.03 read9063
read6174 1522 0.011976047904191617 0.012 0.018 0.01 0.01 read11879
read9022 1522 0.0053226879574184965 0.0 0.0 0.0 0.0 read3764
read708 1521 0.039280958721704395 0.024 0.018 0.01 0.04 read8848
read15048 1521 0.004660452729693742 0.0 0.0 0.0 0.0 read8848
read17571 1521 0.016644474034620507 0.012 0.018 0.04 0.02 read6754
read2375 1521 0.03994673768308921 0.048 0.028 0.05 0.21 read15929
read16497 1521 0.041278295605858856 0.048 0.068 0.01 0.02 read11660
read8939 1521 0.061155913978494625 0.122 0.044 0.05 0.04 read14339
read16974 1521 0.03661784287616511 0.018 0.062 0.04 0.01 read2151
read6227 1520 0.03597601598934044 0.018 0.072 0.02 0.03 read5583
read13442 1520 0.049966688874083946 0.044 0.072 0.01 0.02 read4008
read14544 1520 0.06091030789825971 0.099609375 0.05 0.2 0.0 read12863
read12674 1520 0.017321785476349102 0.0 0.024 0.01 0.08 read8035
read2710 1520 0.021985343104596936 0.0 0.012 0.0 0.01 read14418
read11297 1516 0.03006012024048096 0.008 0.022 0.01 0.02 read7951
read2476 1516 0.006680026720106881 0.0 0.0 0.0 0.0 read11132
read7926 1516 0.09965635738831616 0.098 0.166 0.04 0.01 read2996
read3140 1516 0.05744822979291917 0.02 0.094 0.02 0.09 read6193
read8053 1515 0.058823529411764705 0.032 0.082 0.0 0.0 read2284
read15398 1515 0.0213903743315508 0.042 0.012 0.06 0.01 read12960
read3770 1515 0.03409090909090909 0.08 0.018 0.06 0.05 read14038
read11926 1514 0.04548494983277592 0.054 0.036 0.05 0.04 read15806
read7821 1514 0.04672897196261682 0.03777335984095427 0.06 0.05 0.04 read16545
read4405 1514 0.010033444816053512 0.03 0.0 0.23 0.0 read1110
read1199 1514 0.018060200668896322 0.016 0.008 0.0 0.0 read17719
read9166 1514 0.016722408026755852 0.002 0.022 0.02 0.03 read11523
read12740 1514 0.01137123745819398 0.012 0.022 0.0 0.05 read9828
read995 1514 0.050836120401337795 0.066 0.034 0.02 0.0 read10348
read9801 1512 0.04085733422638982 0.028 0.062 0.0 0.04 read9456
read5144 1512 0.0053583389149363695 0.008 0.004 0.01 0.0 read7968
read79 1512 0.021433355659745478 0.044 0.01 0.02 0.0 read11879
read8766 1512 0.020093770931011386 0.04 0.02 0.05 0.07 read7170
read15647 1511 0.02613941018766756 0.014 0.04 0.01 0.01 read2278
read1339 1511 0.03351206434316354 0.072 0.018 0.01 0.03 read556
read2328 1508 0.0033579583613163196 0.01 0.0 0.0 0.0 read2278
read10599 1508 0.026192075218267292 0.028 0.01 0.03 0.02 read8848
read809 1508 0.052384150436534584 0.048 0.078 0.08 0.03 read6957
read4698 1504 0.006734006734006734 0.0 0.0 0.0 0.0 read3796
read10868 1504 0.028282828282828285 0.02 0.032 0.22 0.01 read16671
read12173 1504 0.008754208754208754 0.006 0.01 0.01 0.03 read1777
read11154 1499 0.05337837837837838 0.07 0.058 0.06 0.0 read2474
read1364 1499 0.05 0.09 0.018 0.05 0.02 read8235
read2242 1499 0.046621621621621624 0.036 0.01 0.05 0.04 read13734
read8810 1499 0.046621621621621624 0.008 0.068 0.0 0.05 read1728
read12607 1499 0.014854827819041188 0.0 0.017964071856287425 0.0 0.01 read15523
read2974 1499 0.04527027027027027 0.06 0.062 0.05 0.05 read3646
read1956 1499 0.0033783783783783786 0.0 0.0 0.0 0.0 read1777
read2507 1499 0.02837837837837838 0.004 0.04 0.02 0.0 read13422
read790 1496 0.03249830737982397 0.022 0.022 0.07 0.04 read10388
read10835 1496 0.01963439404197698 0.0 0.006 0.0 0.01 read7339
read14189 1496 0.023696682464454975 0.026 0.01 0.02 0.0 read17127
read5977 1496 0.05416384563303995 0.084 0.076 0.02 0.01 read15312
read9325 1496 0.03656059580230196 0.042 0.02 0.07 0.01 read7024
read674 1496 6.770480704129993E-4 0.002 0.0 0.0 0.0 read5721
read13287 1494 0.017627118644067796 0.01 0.022 0.02 0.02 read6913
read8710 1494 0.05559322033898305 0.052 0.078 0.03 0.01 read9343
read15380 1494 0.04813559322033898 0.044 0.034 0.0 0.0 read2226
read4252 1494 0.023728813559322035 0.028 0.03 0.0 0.01 read17309
read17400 1490 0.005438477226376614 0.0 0.016 0.0 0.0 read11372
read11709 1490 0.04078857919782461 0.066 0.024 0.01 0.03 read8892
read1714 1490 0.019034670292318152 0.024 0.008 0.0 0.03 read498
read12449 1489 0.028688524590163935 0.072 0.0 0.1 0.02 read15929
read9989 1489 0.02312925170068027 0.0 0.046 0.04 0.13 read17012
read447 1489 0.04013605442176871 0.072 0.0 0.0 0.01 read4741
read9596 1488 0.02042205582028591 0.022 0.026 0.02 0.02 read8848
read12139 1488 0.01904761904761905 0.012 0.032 0.0 0.01 read5493
read1278 1488 0.029952348536419333 0.0 0.0 0.01 0.0 read9828
read3964 1488 0.011572498298162015 0.034 0.0 0.0 0.02 read8388
read2606 1488 0.0381211708645337 0.058 0.024 0.04 0.03 read16671
read6531 1488 0.029952348536419333 0.042 0.046 0.02 0.04 read4917
read8941 1487 0.042915531335149866 0.048 0.032 0.03 0.0 read12169
read15293 1482 0.06963788300835655 0.044 0.112 0.11 0.15 read8332
read13070 1482 0.030906593406593408 0.042 0.0234375 0.06 0.06 read2171
read13872 1482 0.06971975393028025 0.094 0.064 0.02 0.02 read3024
read12786 1482 0.04989747095010253 0.038 0.042 0.0 0.01 read6933
read5105 1482 0.04032809295967191 0.06 0.024 0.01 0.0 read16338
read15493 1482 0.025974025974025976 0.002 0.052 0.03 0.03 read7968
read14232 1482 0.014354066985645933 0.0 0.034 0.0 0.01 read5548
read13599 1482 0.04101161995898838 0.06 0.018 0.01 0.01 read15420
read6180 1482 0.06151742993848257 0.06 0.04 0.1 0.02 read5520
read16792 1479 0.017123287671232876 0.022 0.004 0.02 0.0 read10652
read10515 1479 0.005479452054794521 0.0 0.0 0.0 0.0 read16935
read9892 1479 0.013013698630136987 0.004 0.012 0.02 0.03 read9276
read3073 1477 0.04183813443072702 0.052 0.04 0.05 0.05 read11744
read3715 1477 0.025069637883008356 0.0 0.01 0.01 0.0 read15286
read16044 1477 0.03635116598079561 0.046 0.056 0.0 0.04 read8235
read2382 1477 0.0075445816186556925 0.022 0.0 0.07 0.0 read15929
read7047 1476 0.05696636925188744 0.062 0.052 0.02 0.03 read13608
read8345 1476 0.027453671928620454 0.054 0.018 0.01 0.0 read16475
read15742 1476 0.04461221688400824 0.066 0.018 0.03 0.0 read11595
read9525 1476 0.04735758407687028 0.052 0.024 0.03 0.0 read6713
read15509 1476 0.038435140700068635 0.042 0.05 0.02 0.04 read11735
read5093 1475 0.029532967032967032 0.012 0.044 0.0 0.0 read17449
read7983 1475 0.035003431708991076 0.03592814371257485 0.016 0.03 0.03 read5174
read14149 1475 0.0260989010989011 0.014 0.038 0.0 0.04 read8493
read5350 1475 0.036401098901098904 0.038 0.032 0.07 0.08 read9178
read10569 1475 0.044642857142857144 0.084 0.006 0.09 0.01 read4819
read3446 1475 0.022664835164835164 0.0 0.038 0.03 0.0 read9504
read10880 1475 0.03571428571428571 0.016 0.046 0.03 0.05 read3389
read9342 1475 0.04326923076923077 0.064 0.042 0.01 0.0 read12404
read8537 1475 0.03502747252747253 0.054 0.046 0.01 0.0 read6324
read5351 1475 0.020604395604395604 0.056 0.004 0.08 0.07 read2433
read1746 1475 0.031077348066298343 0.01937984496124031 0.044 0.0 0.04 read9977
read9229 1475 0.018543956043956044 0.02 0.016 0.06 0.06 read8541
read12958 1474 0.04192439862542955 0.052 0.026 0.04 0.02 read785
read8412 1474 0.04192439862542955 0.04 0.01 0.02 0.0 read11466
read10232 1474 0.03365384615384615 0.05788423153692615 0.0 0.0 0.03 read13814
read10431 1474 0.03161512027491409 0.006 0.046 0.0 0.0 read15087
read8526 1474 0.029553264604810996 0.012 0.056 0.02 0.0 read16671
read17167 1474 0.008934707903780068 0.026 0.0 0.03 0.0 read9276
read6336 1473 0.04607977991746905 0.03 0.074 0.0 0.02 read6370
read1637 1473 0.026134800550206328 0.0 0.02 0.0 0.01 read255
read5606 1472 0.0034411562284927736 0.0 0.01 0.0 0.0 read15477
read12219 1472 0.0027529249827942187 0.0 0.0 0.0 0.0 read12531
read5249 1472 0.018582243633860976 0.002 0.026 0.03 0.07 read17609
read8329 1472 0.055162659123055166 0.106 0.014 0.18 0.02 read3294
read9349 1472 0.0055058499655884375 0.016 0.0 0.06 0.0 read7968
read101 1472 0.030282174810736407 0.016 0.068 0.02 0.01 read10655
read12408 1471 0.046143250688705235 0.056 0.026 0.04 0.03 read785
read6441 1471 0.02202339986235375 0.041916167664670656 0.008 0.04 0.0 read3846
read7247 1471 0.040633608815427 0.046 0.02 0.09 0.02 read7968
read13578 1471 0.01859504132231405 0.016 0.028 0.01 0.01 read16453
read14393 1471 0.026859504132231406 0.04 0.028 0.0 0.04 read4242
read14908 1470 0.015851137146795313 0.0 0.046 0.0 0.0 read14948
read10498 1467 0.034530386740331494 0.012 0.02 0.02 0.02 read7692
read15290 1467 0.026243093922651933 0.026 0.022 0.04 0.0 read13463
read13515 1467 0.03867403314917127 0.022 0.048 0.04 0.02 read15711
read13880 1465 0.024204702627939143 0.032 0.038 0.03 0.01 read16991
read7589 1465 0.04979253112033195 0.074 0.006 0.0 0.03 read11200
read5551 1465 0.021438450899031812 0.006 0.02 0.0 0.0 read14489
read15152 1465 0.02627939142461964 0.076 0.0 0.21 0.02 read15929
read9459 1465 0.03112033195020747 0.02 0.054 0.0 0.07 read6350
read2587 1465 0.058782849239280774 0.02 0.044 0.01 0.03 read1110
read883 1465 0.035269709543568464 0.032 0.046 0.01 0.03 read2360
read11490 1465 0.015214384508990318 0.0 0.044 0.0 0.07 read11595
read15993 1465 0.042876901798063624 0.064 0.034 0.02 0.02 read5683
read14268 1465 0.04426002766251729 0.026 0.052 0.03 0.06 read14117
read9682 1465 0.056708160442600276 0.098 0.014 0.06 0.01 read15049
read13357 1464 0.009688581314878892 0.028 0.0 0.04 0.0 read8569
read9352 1464 0.03460207612456748 0.0 0.072 0.0 0.03 read16126
read8086 1464 0.022837370242214532 0.022 0.022 0.04 0.0 read7783
read5845 1464 0.01314878892733564 0.0 0.028 0.01 0.02 read11595
read276 1464 0.03183391003460208 0.032 0.024 0.02 0.03 read16356
read12138 1464 0.001384083044982699 0.004 0.0 0.01 0.0 read15929
read8622 1464 0.014613778705636743 0.03359683794466403 0.008 0.04 0.01 read16221
read14089 1464 0.02491349480968858 0.028 0.034 0.01 0.05 read16538
read17582 1464 0.04071773636991028 0.024 0.048 0.03 0.03 read2276
read4108 1464 0.032525951557093424 0.048 0.012 0.02 0.0 read11879
read13691 1463 0.030470914127423823 0.01 0.058 0.03 0.02 read9834
read9457 1463 0.1461218836565097 0.158 0.114 0.45 1.53 read12235
read11670 1463 0.0034626038781163434 0.0 0.0 0.01 0.01 read15477
read16573 1463 0.029778393351800554 0.002 0.004 0.02 0.02 read7667
read7839 1463 0.018802228412256268 0.034 0.031007751937984496 0.02 0.0 read8848
read17342 1460 0.031922276197085354 0.006 0.038 0.0 0.01 read8973
read7561 1460 0.03747397640527411 0.014 0.076 0.01 0.03 read5955
read3882 1460 0.004163775156141568 0.0 0.002 0.0 0.0 read4819
read6555 1460 0.03261623872310895 0.06 0.008 0.02 0.0 read2610
read10424 1459 0.03125 0.0 0.05 0.04 0.0 read3396
read16842 1459 0.022222222222222223 0.006 0.018 0.03 0.01 read5721
read15845 1458 0.005559416261292564 0.0 0.016 0.0 0.0 read4819
read7267 1458 0.005559416261292564 0.016 0.0 0.0 0.02 read14782
read15383 1458 0.0478502080443828 0.058 0.05765407554671968 0.03 0.06 read14300
read5040 1458 0.02849200833912439 0.008 0.04 0.0 0.06 read8848
read10087 1458 0.02849200833912439 0.024 0.032 0.02 0.0 read15243
read2406 1458 0.046560111188325225 0.062 0.04 0.03 0.03 read5493
read10306 1458 0.07449051300070274 0.08 0.0775347912524851 0.13 0.16 read2807
read3460 1458 0.03891591382904795 0.004 0.054 0.01 0.02 read16545
read6727 1458 0.029186935371785964 0.03 0.014 0.0 0.0 read16584
read2211 1458 0.06045865184155664 0.062 0.064 0.05 0.05 read3135
read4739 1458 0.046560111188325225 0.092 0.028 0.03 0.02 read8955
read14251 1458 0.0236275191104934 0.002 0.0 0.02 0.01 read11705
read1577 1458 0.04030576789437109 0.032 0.046 0.02 0.01 read14762
read8816 1458 0.018763029881862403 0.0 0.018 0.01 0.0 read14907
read10979 1458 0.03127171646977067 0.026 0.024 0.0 0.02 read2883
read15506 1458 0.035441278665740095 0.032 0.058 0.0 0.03 read2874
read5250 1457 0.03546592489568846 0.068 0.026 0.02 0.03 read3691
read1336 1457 0.0736240171551108 0.186 0.008 0.27 0.01 read6002
read13836 1457 0.03129346314325452 0.056 0.012 0.0 0.01 read1713
read5259 1456 0.032707028531663185 0.016 0.044 0.03 0.03 read5288
read2166 1456 0.037578288100208766 0.012 0.034 0.02 0.0 read13479
read16929 1456 0.03688239387613083 0.048 0.048 0.0 0.01 read12531
read17337 1456 0.025052192066805846 0.058 0.008 0.06 0.01 read26
read2960 1456 0.03568929321203639 0.01 0.052 0.02 0.0 read173
read10721 1456 0.032011134307585246 0.048 0.012 0.04 0.03 read8388
read16299 1456 0.04871259568545581 0.102 0.002 0.0 0.0 read17745
read9382 1455 0.04456824512534819 0.06 0.036 0.05 0.02 read12531
read8728 1455 0.02924791086350975 0.024 0.002 0.0 0.04 read10798
read5152 1455 0.02298050139275766 0.026 0.0 0.01 0.03 read12254
read4852 1455 0.04317548746518106 0.056 0.028 0.02 0.02 read4716
read2143 1455 0.03969359331476323 0.018 0.042 0.0 0.02 read5511
read1842 1455 0.06615598885793872 0.114 0.044 0.02 0.02 read5373
read9863 1455 0.04944289693593315 0.032 0.096 0.08 0.03 read12800
read13530 1454 0.018815331010452963 0.008 0.012 0.01 0.0 read534
read9841 1454 0.04390243902439024 0.044 0.06 0.02 0.01 read14941
read10997 1454 0.03484320557491289 0.028 0.028 0.06 0.0 read1777
read12508 1453 0.058577405857740586 0.048 0.09 0.0 0.0 read14819
read11474 1453 0.05299860529986053 0.038 0.11 0.0 0.01 read3253
read11876 1453 0.02580195258019526 0.06 0.0 0.01 0.03 read4904
read12904 1453 0.06741573033707865 0.098 0.072 0.03 0.03 read8137
read6477 1453 0.003486750348675035 0.0 0.01 0.01 0.0 read14875
read8195 1453 0.030683403068340307 0.078 0.0 0.01 0.0 read5810
read16008 1453 0.01882845188284519 0.026 0.028 0.01 0.0 read8541
read8275 1451 0.002793296089385475 0.0 0.0 0.0 0.0 read17277
read5614 1451 0.017458100558659217 0.0 0.018 0.01 0.06 read11371
read6337 1451 0.02863128491620112 0.038 0.044 0.06 0.05 read3695
read9980 1450 0.04612159329140461 0.022 0.046 0.01 0.01 read3922
read16913 1450 0.023060796645702306 0.042 0.02 0.07 0.09 read11595
read16535 1450 0.011180992313067784 0.0 0.02 0.01 0.03 read15940
read13424 1450 0.014675052410901468 0.024 0.01 0.0 0.06 read7968
read2385 1450 0.03214535290006988 0.018 0.0 0.01 0.01 read8284
read16476 1449 0.03566433566433566 0.1 0.002 0.02 0.01 read4888
read6209 1449 0.011888111888111888 0.002 0.014 0.0 0.0 read14873
read13296 1449 0.1781895937277263 0.226 0.184 0.53 0.22 read14114
read5398 1449 0.03706293706293706 0.034 0.02 0.1 0.0 read13083
read6031 1449 0.002097902097902098 0.0 0.006 0.0 0.0 read11913
read13053 1449 0.055944055944055944 0.024 0.02 0.04 0.04 read8020
read3988 1449 0.03426573426573427 0.08 0.018 0.21 0.0 read1110
read9963 1448 0.0034989503149055285 0.0 0.01 0.0 0.0 read15477
read15543 1448 0.034289713086074175 0.052 0.042 0.06 0.06 read13167
read5010 1445 0.03225806451612903 0.014 0.06 0.01 0.02 read17038
read16811 1445 0.051893408134642355 0.032 0.054 0.0 0.03 read7299
read1847 1444 0.06315789473684211 0.106 0.048 0.19 0.02 read8098
read4539 1443 0.028792134831460675 0.01 0.034 0.0 0.09 read13835
read15738 1443 0.04107648725212465 0.05 0.066 0.02 0.0 read16935
read5571 1443 0.03160112359550562 0.02 0.012 0.0 0.02 read15772
read2970 1443 0.030196629213483147 0.072 0.004 0.03 0.01 read9475
read15474 1443 0.03651685393258427 0.05 0.036 0.01 0.01 read14375
read3873 1442 0.03162333099086437 0.064 0.0 0.06 0.02 read8848
read15377 1442 0.018973998594518624 0.028 0.012 0.0 0.02 read5583
read12269 1442 0.05270555165144062 0.102 0.024 0.16 0.11 read9828
read1309 1442 0.06184118060435699 0.1 0.052 0.29 0.01 read12871
read9171 1442 0.06113843991567112 0.076 0.022 0.01 0.02 read77
read2633 1442 0.026704146170063246 0.052 0.008 0.02 0.03 read12003
read15170 1442 0.018271257905832748 0.0 0.008 0.0 0.0 read9828
read3855 1442 0.03298245614035088 0.022 0.0 0.02 0.01 read16631
read8624 1442 0.03536067892503536 0.0 0.09803921568627451 0.0 0.05 read15722
read6051 1442 0.028109627547434995 0.014 0.03 0.01 0.07 read16671
read12392 1442 0.0028109627547434997 0.0 0.0 0.0 0.0 read5511
read10430 1440 0.030260380014074596 0.012 0.016 0.0 0.04 read9300
read8382 1440 0.0781140042223786 0.0 0.096 0.03 0.07 read12003
read15040 1440 0.02744546094299789 0.006 0.056 0.06 0.09 read8098
read11729 1440 0.0450070323488045 0.05 0.041916167664670656 0.24 0.01 read7147
read17729 1440 0.04996481351161154 0.048 0.078 0.04 0.13 read15929
read10559 1440 0.059113300492610835 0.03 0.048 0.0 0.03 read5748
read5140 1440 0.010623229461756374 0.028846153846153848 0.0 0.18 0.0 read4819
read706 1440 0.022519352568613652 0.06 0.004 0.06 0.03 read10743
read4692 1439 0.030985915492957747 0.07 0.01 0.0 0.02 read5583
read6251 1439 0.04225352112676056 0.038 0.03 0.0 0.03 read10652
read6480 1439 0.02112676056338028 0.042 0.0 0.01 0.02 read6453
read16791 1439 0.019014084507042252 0.024 0.018 0.01 0.01 read13322
read3628 1439 0.009154929577464789 0.01 0.016 0.0 0.03 read1110
read3043 1439 0.010533707865168539 0.0 0.02976190476190476 0.03 0.06 read9828
read7746 1439 0.027464788732394368 0.008 0.024 0.02 0.03 read15523
read8246 1439 0.04084507042253521 0.056 0.012 0.0 0.0 read8565
read10650 1435 0.009887005649717515 0.002 0.024 0.02 0.04 read6507
read15661 1435 0.0423728813559322 0.052 0.066 0.02 0.02 read12757
read4411 1435 0.026129943502824857 0.0 0.036 0.0 0.0 read15929
read10421 1435 0.04731638418079096 0.01 0.108 0.02 0.0 read13695
read13512 1435 0.04025423728813559 0.072 0.028 0.0 0.0 read5847
read4161 1435 0.04307909604519774 0.038 0.062 0.01 0.04 read2102
read7904 1435 0.04025423728813559 0.0 0.032 0.03 0.0 read16245
read12184 1435 0.0480225988700565 0.036 0.086 0.0 0.09 read12003
read8156 1435 0.04025423728813559 0.004 0.09 0.0 0.02 read9484
read3619 1435 0.046610169491525424 0.092 0.008 0.04 0.03 read11595
read10520 1435 0.03884180790960452 0.052 0.036 0.07 0.03 read4277
read9080 1435 0.0035310734463276836 0.0 0.01 0.0 0.01 read11595
read3973 1435 0.03672316384180791 0.038 0.034 0.02 0.01 read14075
read11957 1435 0.0480225988700565 0.036 0.084 0.01 0.01 read5758
read13630 1435 0.059322033898305086 0.086 0.01 0.04 0.0 read15430
read2158 1435 0.031073446327683617 0.026 0.002 0.05 0.02 read8388
read10496 1433 0.03323903818953324 0.018 0.054 0.01 0.0 read2836
read13388 1433 0.038896746817538894 0.002 0.064 0.02 0.04 read5373
read5840 1432 0.035385704175513094 0.038 0.054 0.09 0.0 read14729
read7630 1432 0.004246284501061571 0.012 0.0 0.01 0.0 read15477
read4540 1432 0.043170559094125975 0.048 0.056 0.01 0.03 read11879
read12481 1432 0.029016277423920735 0.014 0.022 0.0 0.0 read8616
read17373 1432 0.0028308563340410475 0.0 0.0 0.0 0.0 read11372
read7841 1432 0.010615711252653927 0.03 0.0 0.01 0.0 read7968
read16975 1431 0.05524079320113314 0.056 0.042 0.17 0.3 read9828
read17412 1431 0.023371104815864022 0.0 0.04 0.01 0.0 read14774
read12876 1431 0.04320113314447592 0.004 0.092 0.01 0.04 read8280
read17671 1431 0.017705382436260624 0.0 0.0 0.01 0.0 read10652
read5268 1431 0.021246458923512748 0.026 0.002 0.01 0.01 read17415
read1578 1429 0.04893617021276596 0.096 0.004 0.04 0.04 read16545
read14388 1429 0.02127659574468085 0.012 0.014 0.01 0.0 read3560
read14556 1429 0.07588652482269503 0.002 0.168 0.01 0.16 read9828
read6435 1429 0.03049645390070922 0.018 0.052 0.01 0.01 read14492
read10841 1429 0.0035460992907801418 0.0 0.01 0.0 0.01 read9828
read13650 1429 0.010638297872340425 0.024 0.0 0.0 0.0 read8848
read11702 1429 0.019858156028368795 0.03 0.026 0.01 0.0 read17157
read1477 1429 0.036170212765957444 0.02 0.082 0.02 0.02 read3539
read1424 1429 0.009219858156028368 0.012 0.002 0.01 0.04 read8388
read13460 1429 0.03330970942593905 0.036 0.058 0.02 0.01 read14875
read9764 1429 0.00425531914893617 0.0 0.0 0.0 0.0 read7968
read6320 1429 0.0035460992907801418 0.0 0.01 0.0 0.01 read8388
read13932 1428 0.0397444996451384 0.056 0.054 0.02 0.06 read15732
read2649 1428 0.029808374733853796 0.0 0.084 0.0 0.01 read9828
read14052 1428 0.018452803406671398 0.01 0.014 0.02 0.0 read16000
read5026 1428 0.030518097941802696 0.0 0.06 0.0 0.0 read9258
read780 1428 0.03435934144595562 0.062 0.02 0.03 0.08 read16004
read1923 1428 0.0042583392476933995 0.002 0.01 0.0 0.0 read8848
read4408 1428 0.0042583392476933995 0.0 0.012 0.0 0.0 read5313
read4425 1428 0.031227821149751596 0.026 0.0 0.04 0.0 read16256
read11683 1427 0.026988636363636364 0.038 0.012 0.02 0.01 read13981
read10730 1427 0.026278409090909092 0.024 0.022 0.02 0.04 read5583
read1927 1427 0.019176136363636364 0.034 0.004 0.01 0.06 read12813
read7434 1427 0.033380681818181816 0.012 0.064 0.0 0.03 read10355
read14431 1427 0.029829545454545456 0.068 0.006 0.03 0.01 read13186
read7234 1427 0.0625 0.102 0.01 0.03 0.03 read12571
read553 1427 0.03835227272727273 0.016 0.0 0.16 0.0 read2433
read13121 1427 0.033380681818181816 0.002 0.078 0.02 0.01 read6612
read4160 1427 0.0014204545454545455 0.0 0.004 0.01 0.0 read14875
read835 1426 0.015636105188343994 0.002 0.01 0.01 0.02 read6008
read3365 1426 0.052594171997157074 0.0 0.08 0.01 0.02 read12962
read203 1426 0.04193319118692253 0.0 0.07 0.03 0.0 read14444
read11011 1426 0.01990049751243781 0.044 0.012 0.0 0.03 read9060
read2388 1426 0.032693674484719264 0.004 0.08 0.01 0.03 read8388
read8574 1426 0.005685856432125089 0.016 0.0 0.0 0.0 read8332
read9559 1424 0.0035587188612099642 0.0 0.0 0.01 0.0 read4034
read13412 1424 0.004270462633451958 0.012 0.0 0.01 0.0 read14782
read12602 1424 0.046263345195729534 0.042 0.022 0.12 0.01 read15929
read1394 1424 0.03202846975088968 0.04 0.004 0.0 0.0 read9163
read2519 1424 0.023487544483985764 0.0 0.028 0.0 0.0 read12345
read14019 1424 0.025622775800711744 0.014 0.048 0.0 0.0 read5313
read15783 1424 0.02491103202846975 0.034 0.018 0.06 0.02 read16671
read11357 1423 0.019943019943019943 0.0 0.044 0.0 0.0 read14366
read7540 1423 0.04415954415954416 0.058 0.018 0.04 0.02 read8706
read8750 1423 0.009259259259259259 0.008 0.002 0.0 0.05 read8569
read11280 1423 0.046296296296296294 0.034 0.05 0.08 0.13 read8332
read10070 1423 0.019943019943019943 0.0 0.028 0.0 0.0 read10598
read14741 1423 0.021367521367521368 0.026 0.034 0.03 0.0 read2690
read11402 1423 0.02207977207977208 0.014 0.026 0.0 0.02 read2532
read14190 1423 0.038461538461538464 0.022 0.066 0.02 0.03 read3764
read9065 1423 0.022792022792022793 0.022 0.03 0.04 0.03 read3764
read1659 1423 0.03347578347578348 0.036 0.024 0.0 0.0 read14250
read13663 1423 0.04487179487179487 0.044 0.016 0.01 0.03 read13025
read11566 1423 0.013532763532763533 0.0 0.026 0.0 0.0 read9828
read7769 1423 0.07415565345080763 0.06 0.13 0.13 0.3 read16671
read8327 1423 0.05128205128205128 0.046 0.032 0.05 0.02 read15846
read7132 1423 0.03774928774928775 0.034 0.058 0.03 0.02 read3275
read6449 1420 0.04139900071377588 0.008 0.05 0.04 0.03 read4008
read8765 1420 0.02212705210563883 0.02 0.018 0.07 0.0 read16519
read5027 1420 0.03568879371877231 0.084 0.006 0.03 0.03 read17127
read37 1420 0.032119914346895075 0.04 0.016 0.03 0.0 read3652
read7361 1420 0.019271948608137045 0.014 0.0 0.02 0.04 read7954
read13664 1420 0.03140613847251963 0.038 0.024 0.02 0.04 read11913
read14516 1420 0.03568879371877231 0.036 0.054 0.02 0.05 read16631
read4663 1419 0.0035714285714285713 0.01 0.0 0.0 0.0 read15929
read3287 1419 0.024285714285714285 0.006 0.006 0.03 0.07 read8848
read14290 1419 0.047857142857142855 0.02 0.044 0.01 0.03 read15929
read13375 1419 0.05142857142857143 0.032 0.08 0.01 0.05 read15929
read10282 1419 0.020655270655270654 0.016 0.018 0.01 0.02 read3033
read11612 1418 0.009345794392523364 0.0 0.005813953488372093 0.0 0.0 read14875
read14657 1417 0.04148783977110158 0.022 0.038 0.01 0.01 read8352
read3799 1417 0.04148783977110158 0.008 0.046 0.0 0.17 read3543
read5608 1417 0.18526466380543632 0.214 0.142 0.41 0.43 read7046
